,Address,City,Price,Bedroom,Bathroom,Floors,Parking,Face,Area
973,Harisiddhi,Lalitpur,15500000,8,0,3.00,0,North,3.00
974,Naikap Naya Bhanjyang,Kathmandu,2600000,0,0,0.00,0,East,7.00
975,Pumdikot,Pokhara,60000000,0,0,0.00,0,East,48.19
976,338/6,Kathmandu,24000,0,3,2.00,1,West,13.00
977,Rajbiraj saptari,Itahari,230000,0,0,0.00,0,East,3.18
978,sanga fun park,Bhaktapur,1200000,0,0,0.00,0,South West,39.00
979,Gairigaon,Kathmandu,5600000,0,0,0.00,0,East,5.00
980,Samakhusi,Kathmandu,44000000,5,6,3.00,1,East,4.00
981,Near by Deubaniwas,Kathmandu,100000000,6,6,3.00,10,North West,20.00
982,Near by Deubaniwas,Kathmandu,96000000,5,7,3.00,0,South East,18.00
983,Bhangal,Kathmandu,28500000,6,6,3.00,2,East,4.50
984,Birendra Chowk,Kathmandu,22500000,0,0,0.00,0,North,4.00
985,Swayambhu,Kathmandu,41000000,17,10,0.00,2,East,8.10
986,Near Ranibari,Kathmandu,30000000,11,0,4.00,2,North,5.00
987,Chunikhel,Lalitpur,2500000,0,0,0.00,0,East,5.00
988,Kanti Path,Kathmandu,1200000,0,0,0.00,0,North,5.41
989,Bhatbhateni Apartments,Kathmandu,170000,3,4,7.00,2,East,6.14
990,Maharajgunj,Kathmandu,65000000,5,6,3.00,3,East,6.50
991,84/10 Kupondole,Lalitpur,95000,4,2,4.00,4,South East,8.00
992,Khadka Gau,Kathmandu,2300000,0,0,0.00,0,South East,52.00
993,Sirutar,Bhaktapur,12000,2,1,0.00,0,West,2.63
994,Basnsbari Road,Kathmandu,115000000,4,4,3.00,4,North East,18.00
995,Pepsicola,Kathmandu,4000000,0,0,0.00,0,South East,5.00
996,Dharmasthali,Kathmandu,1400000,0,0,0.00,0,South West,4.00
997,Khairahani Nagarpalika,Chitwan,2500000,0,0,0.00,0,North,260.00
998,Gokul Awash Bhaisepati,Lalitpur,3500000,0,0,0.00,0,South West,4.00
999,machchhegaun,Kathmandu,1000000,0,0,0.00,0,North East,16.00
1000,Hattiban,Lalitpur,2300000,0,0,0.00,0,South West,5.00
1001,Lake Side,Pokhara,230000,0,0,0.00,1,South East,8.00
1002,Bhatkepati,Kathmandu,2100000,0,0,0.00,0,South East,4.00
1003,Bhagawati Temple,Kathmandu,35000000,6,4,3.00,8,West,6.50
1004,Nursery Chowk,Kathmandu,140000000,7,4,0.00,3,East,23.00
1005,Duwakot,Bhaktapur,7500000,0,0,0.00,0,South,3.00
1006,Purano Naikap,Kathmandu,9500000,0,0,0.00,0,East,2.75
1007,Bhangal,Kathmandu,20000000,0,0,0.00,0,South East,3.25
1008,Hattigauda,Kathmandu,18000000,0,0,0.00,0,South,3.00
1009,Pokhara Gumba Fade,Pokhara,12000000,0,0,0.00,0,South,67.62
1010,Khichapokhari,Kathmandu,160000,0,4,6.00,0,East,7.01
1011,Hattigauda,Kathmandu,35000000,0,0,0.00,0,North,7.00
1012,British Gurkha Memorial camp,Dharan,25000,0,0,0.00,0,East,6.43
1013,Pharping Bhimsensthan,Kathmandu,150000,0,0,0.00,0,South,240.00
1014,Budhanilkantha,Kathmandu,15000,0,0,3.00,0,North West,8.00
1015,Chundevi,Kathmandu,4500000,0,0,0.00,0,West,4.00
1016,Bhrikuti Tole,Kathmandu,25000,1,1,0.00,2,North,6.00
1017,lazimpath marg,Kathmandu,35000,0,2,0.00,1,North,3.00
1018,Pepsicola,Kathmandu,5500000,0,0,0.00,0,East,4.50
1019,Shankhamul,Lalitpur,17600000,2,2,0.00,1,North,2.81
1020,Ram Mandir,Kathmandu,18500000,0,0,0.00,0,North,3.50
1021,Wai-Wai Noodles Factory,Lalitpur,25000000,0,0,3.00,0,South East,5.50
1022,manakamana colony,Kathmandu,33000000,5,4,4.00,1,East,5.00
1023,Miyapatan,Pokhara,8000000,0,0,0.00,0,West,55.68
1024,Balkhu,Kathmandu,22000,2,2,0.00,1,South West,6.00
1025,Samakhusi Kharibot,Kathmandu,22500000,9,4,3.00,3,South,3.00
1026,Samakhusi kharibot,Kathmandu,27500000,6,3,3.00,3,West,4.00
1027,kozy home,Lalitpur,23800000,6,3,3.00,1,South East,4.00
1028,Naikap,Kathmandu,18500000,8,0,0.00,0,West,3.50
1029,Tyanglaphat,Kathmandu,33000000,12,0,0.00,0,North,6.25
1030,Sano Bharyang,Kathmandu,23000000,10,0,3.00,0,South,4.00
1031,Balambu Hariyali,Kathmandu,15500000,7,0,0.00,0,South,3.00
1032,Nikoshera,Bhaktapur,8500000,0,0,0.00,0,East,2.62
1033,Taulung,Kathmandu,2000000,0,0,0.00,0,South East,4.00
1034,Budhanilkantha,Kathmandu,2225000,0,0,0.00,0,North,9.62
1035,Dhumbarahi Temple,Kathmandu,19000000,0,0,0.00,0,East,2.75
1036,Basundhara - Wedding Hall,Kathmandu,29800000,0,0,0.00,0,West,5.50
1037,Maitrinagar,Kathmandu,3500000,0,0,0.00,0,North,5.00
1038,Near Gokarna Mahadev Temple,Kathmandu,17000,3,3,0.00,2,West,4.00
1039,Vianet Communications Pvt. Ltd.,Lalitpur,200000,0,0,0.00,0,North,1.80
1040,Near Dhulikhel Aantuk Resort,Kavre,1000000,0,0,0.00,0,South East,800.00
1041,Bhangal,Kathmandu,26200000,13,0,0.00,0,West,6.25
1042,Tathali,Kathmandu,4600000,0,0,1.00,0,North,3.00
1043,Lubhu,Lalitpur,1000000,0,0,0.00,0,North,5.00
1044,Naakhu,Lalitpur,26500000,4,4,3.00,1,South West,0.00
1045,Muhanpokhari Marga,Kathmandu,200000,5,4,3.00,4,East,32.00
1046,Gaushala,Kathmandu,8500000,0,0,0.00,0,South,8.06
1047,Ramkot,Kathmandu,40000,0,2,0.00,0,South,4.09
1048,Dhaneswor,Jhapa,5500000,0,0,0.00,0,East,60.00
1049,Siddhartha Colony,Kathmandu,41000000,5,4,2.00,2,East,8.25
1050,Mulpani Kathamandu enginnering College,Kathmandu,550000,0,0,0.00,0,South East,48.00
1051,Dhobighat Thadodhunga,Lalitpur,175000,0,0,0.00,0,West,6.43
1052,Basundhara,Kathmandu,42000000,11,0,0.00,0,West,7.00
1053,kaski,Kaski,800000,0,0,0.00,0,East,480.00
1054,Tokha Rd,Kathmandu,15000,2,1,4.00,1,East,2.83
1055,Surkhet,Surkhet,20000000,0,0,0.00,0,North,0.47
1056,Aalapot,Kathmandu,2800000,0,0,0.00,0,North,5.00
1057,KMC,Bhaktapur,1800000,0,0,0.00,0,North,30.00
1058,Saraswotikhel Bus Stop,Bhaktapur,1300000,0,0,0.00,0,West,10.00
1059,Bhangal,Kathmandu,21500000,0,0,0.00,0,North East,0.00
1060,Chhauni Military Barrack,Kathmandu,2500000,0,0,0.00,0,East,3.75
1061,Jyoti Nagar,Kathmandu,25500000,6,4,3.00,2,East,4.50
1062,Kharibot Chowk Bus Stop,Kathmandu,15000000,0,0,0.00,0,East,3.00
1063,Kapurdhara,Kathmandu,32000000,5,5,0.00,2,East,4.00
1064,Bharatpur lanku -trichok,Chitwan,5000000,0,0,0.00,0,North,1.19
1065,Awas,Lalitpur,2900000,0,0,0.00,0,South East,4.00
1066,Boje Pokhari,Lalitpur,2700000,0,0,0.00,0,South,3.25
1067,House no 22 Khare Chowk,Kathmandu,32000000,6,3,3.00,2,South,0.00
1068,Kirtipur Sasa Newa The Restro,Kathmandu,15000,0,0,0.00,0,West,2.63
1069,Dadhikot,Bhaktapur,11500000,0,0,0.00,0,North,3.19
1070,Goldhunga,Kathmandu,1500000,0,0,0.00,0,South,3.75
1071,Bhadrabas,Kathmandu,1200000,0,0,0.00,0,North,4.69
1072,Nearby Gallamandi Road,Bhairahawa,125000000,16,20,3.00,1,North,32.00
1073,Boudha Road Town planning,Kathmandu,5400000,0,0,0.00,0,South,4.00
1074,Mantar Chowk,Kathmandu,14000000,8,0,3.00,0,West,2.50
1075,Gyaneshwor,Kathmandu,250000,0,0,4.00,0,West,8.77
1076,Tri Chowk bharatpur,Chitwan,5000000,2,1,1.00,0,South,1.19
1077,Little Angels School,Lalitpur,49500000,0,0,0.00,0,East,9.00
1078,gurjhudhara,Kathmandu,1700000,0,0,0.00,0,East,13.00
1079,baad bhanjyang,Kathmandu,1100000,0,0,0.00,0,North East,4.69
1080,Gairidhara Road,Kathmandu,10000000,0,0,0.00,0,East,4.00
1081,patharisanischare 7,Morang,100000,0,0,0.00,0,North,20.00
1082,Lokeshwor Tole,Lalitpur,8500000,0,0,0.00,0,North West,16.00
1083,Goldhunga,Kathmandu,25000000,0,0,0.00,0,North,0.03
1084,Dhading Mankamana tol,Dhading,9500000,0,0,2.00,0,North,5.00
1085,Naya Bato,Lalitpur,80000000,5,5,0.00,4,East,9.00
1086,HarHar Mahadev Chowk,Kathmandu,17000000,5,2,3.00,1,East,3.00
1087,Lokanthali,Bhaktapur,18000,2,1,0.00,0,North,2.63
1088,Pepsicola,Kathmandu,40000,0,0,0.00,0,West,2.34
1089,Pepsicola,Kathmandu,15000,1,1,0.00,0,West,2.05
1090,bhadrakali imadol,Lalitpur,10000000,2,2,1.00,1,North East,3.00
1091,Imadol,Lalitpur,30000000,9,5,4.00,3,North West,3.50
1092,Bhaisepati,Lalitpur,4500000,0,0,0.00,0,West,8.00
1093,Nagarjun Municipality Office,Kathmandu,1200000,0,0,0.00,0,South,4.50
1094,Purano Naikap,Kathmandu,1300000,0,0,0.00,0,West,10.00
1095,Purano Naikap,Kathmandu,1700000,0,0,0.00,0,South,4.00
1096,Sukedhara,Kathmandu,22500000,0,3,3.00,2,East,3.50
1097,Everest Engineering College,Lalitpur,5500000,0,0,0.00,0,West,8.00
1098,Chaudhary Group,Lalitpur,7000000,0,0,0.00,0,West,11.00
1099,Sanepa Heights Road,Lalitpur,5500000,0,0,0.00,0,West,12.00
1100,Hattidada Gothatar 9,Kathmandu,22000000,11,0,2.00,0,West,5.00
1101,Near Shree Laxmi Narayan Rd,Kapilvastu,37000000,0,0,0.00,0,East,24.89
1102,Gothatar,Kathmandu,36000000,0,0,0.00,0,South,6.75
1103,Gandhi Adarsha H. S. School/College,Kathmandu,13200000,7,0,2.00,0,North,2.50
1104,Ramhity Pragati Chowk,Kathmandu,29000000,18,0,4.00,0,North,4.25
1105,Bhaktapur,Bhaktapur,80000,5,4,0.00,0,South,6.43
1106,Padma colony,Kathmandu,20500000,0,0,0.00,0,West,5.00
1107,Tahachal,Kathmandu,27000000,3,4,0.00,1,North,3.50
1108,Jhamsikhel,Lalitpur,8000000,0,0,0.00,0,West,6.00
1109,Balaju,Kathmandu,12000000,0,0,0.00,0,West,4.25
1110,Imadol,Lalitpur,19500000,5,3,3.00,0,North,3.50
1111,Biratnagar,Morang,15000,3,1,0.00,0,North,3.80
1112,Tinkune Park,Kathmandu,25000,0,0,0.00,0,North,2.92
1113,HERALD INT'L COLLEGE & H.S.S.,Kathmandu,19500000,0,0,0.00,0,North,4.25
1114,Sunrise Towers,Lalitpur,3700000,0,0,0.00,0,East,4.00
1115,Sankhu Road,Kathmandu,1350000,0,0,0.00,0,North,10.00
1116,Townplanning,Kathmandu,3700000,0,0,0.00,0,West,4.00
1117,chekpost,Kathmandu,1500000,0,0,0.00,0,West,4.00
1118,cable car bottom station,Kathmandu,1600000,0,0,0.00,0,East,5.06
1119,Chyasal gate,Lalitpur,4000000,0,0,0.00,0,North,48.00
1120,Koteshwor,Kathmandu,5000000,0,0,0.00,0,South,16.00
1121,Jyoti Nagar Road,Kathmandu,26500000,11,5,3.00,0,East,4.00
1122,Valley Public H.S. School,Kathmandu,25500000,11,0,3.00,0,North,4.00
1123,Naikap Naya Bhanjyang,Kathmandu,29500000,5,2,3.00,1,South,6.94
1124,Sukedhara,Kathmandu,23500000,0,3,3.00,2,East,4.10
1125,Nayabasti,Lalitpur,15000000,4,3,3.00,0,South,2.50
1126,Krishna Temple,Lalitpur,19000000,4,3,3.00,0,South East,3.19
1127,Nayabasti,Lalitpur,15000000,4,3,3.00,0,South,2.50
1128,Basantapur Durbar Square,Kathmandu,1700000,0,0,0.00,0,South East,0.58
1129,Imadol Swimming Pool,Lalitpur,23500000,4,3,3.00,0,South,3.75
1130,Nayabasti,Lalitpur,18000000,5,4,3.00,0,North West,3.00
1131,Korean Church,Lalitpur,18500000,3,3,3.00,2,South,3.25
1132,Itahari,Sunsari,15000000,0,0,0.00,0,North,1.79
1133,Panchetar,Kathmandu,24500000,7,3,3.00,0,South East,4.50
1134,Buddhanagar,Kathmandu,33000000,0,0,3.00,3,South,4.50
1135,Aloknagar,Kathmandu,6500000,0,0,0.00,0,South East,6.00
1136,Shankhamul,Kathmandu,6500000,0,0,0.00,0,East,12.00
1137,Thadodhunga,Lalitpur,6500000,0,0,0.00,0,North,12.00
1138,Sanepa,Lalitpur,5500000,0,0,0.00,0,South East,16.00
1139,Damak,Jhapa,19000000,0,0,2.00,0,East,4.18
1140,sanepa,Lalitpur,4800000,2,1,1.00,1,West,3.00
1141,Hattigauda,Kathmandu,900000,0,0,0.00,0,East,1.17
1142,Jhaukhel,Bhaktapur,21500000,0,0,3.50,0,West,7.00
1143,Dhapakhel,Lalitpur,26000000,0,0,0.00,0,South,5.25
1144,Pokhara,Pokhara,26000000,13,0,0.00,0,East,48.08
1145,Budhanilkantha,Kathmandu,1300000,0,0,0.00,0,South,208.00
1146,Tikathali,Lalitpur,2300000,0,0,0.00,0,South,3.25
1147,Damak,Jhapa,20000000,4,1,2.00,3,South,10.00
1148,Test address,Lalitpur,19500000,4,4,2.00,1,West,0.00
1149,Taulung road,Kathmandu,51000000,5,5,2.00,0,East,14.00
1150,Nakkhu,Lalitpur,26500000,4,4,2.00,1,East,4.00
1151,Dhobighat,Lalitpur,29500000,5,3,0.00,4,East,4.00
1152,Nangkhel,Bhaktapur,1550000,0,0,0.00,0,North,0.00
1153,Gauritaar,Makwanpur,200000,0,0,0.00,0,East,2.78
1154,Tallo Deep,Pokhara,15000000,0,0,0.00,0,South West,21.00
1155,Karra,Makwanpur,650000,0,0,0.00,0,East,1.99
1156,Swayambhu,Kathmandu,1600000,0,0,0.00,0,East,3.00
1157,Near Mulpani Chaur,Kathmandu,1600000,0,0,0.00,0,South,4.00
1158,Lumbini,Rupandehi,1200000,0,0,0.00,0,East,0.00
1159,RudreshworChowk,Kathmandu,15000000,2,3,3.00,1,West,3.00
1160,Nabazar Khusibun,Kathmandu,40000000,3,4,3.00,1,East,3.00
1161,Dumakhal,Kathmandu,17500000,6,2,3.00,1,East,11.00
1162,Hattigauda,Kathmandu,90000000,6,6,3.00,4,East,20.00
1163,BASUKI NAG TOLE,Kathmandu,13500000,4,3,3.00,0,East,34.00
1164,Muktinath Bank Building 1st floor,Bhaktapur,2000000,0,0,0.00,0,North,2.63
1165,Shuklagandaki Municipality,Tanahu,15000000,0,0,0.00,0,South East,32.00
1166,Civil Bank,Kathmandu,1500000,0,0,0.00,0,North,0.58
1167,Columbus HSS & College,Kathmandu,1500000,0,0,0.00,0,East,2.05
1168,Biruwa Chowk (Pipalbot),Bhaktapur,1800000,0,0,0.00,0,North,0.88
1169,Pawan Prakriti English Secondary School,Lalitpur,11000000,3,1,1.00,0,North,3.00
1170,Sirutar,Bhaktapur,1400000,0,0,0.00,0,West,4.00
1171,Maharajgunj,Kathmandu,70000000,5,5,3.00,0,North,9.00
1172,Gopi Krishna Movies,Kathmandu,1400000,0,0,0.00,0,North,0.88
1173,Pokhara,Pokhara,4500000,0,0,0.00,0,West,70.71
1174,Bhangal,Kathmandu,17900000,5,5,3.00,1,East,3.50
1175,Bhangal,Kathmandu,34500000,5,5,3.00,2,South West,7.00
1176,nil saraswati margh,Kathmandu,27000,0,0,0.00,0,North,3.00
1177,Basundhara,Kathmandu,41000000,7,6,3.00,3,East,7.00
1178,Balkumari Pul,Kathmandu,18500000,7,4,4.00,0,East,1.50
1179,Dahachok Rd,Kathmandu,1900000,0,0,0.00,0,South West,4.97
1180,chabahil,Kathmandu,1500000,0,0,0.00,0,East,4.00
1181,darjeeling height,Bhaktapur,50000,0,0,3.00,1,East,2.75
1182,Budhanilkantha,Kathmandu,105000000,5,6,3.00,10,West,32.00
1183,Sanothimi,Bhaktapur,3000000,0,0,0.00,0,South,3.00
1184,Hattigauda,Kathmandu,36500000,9,10,5.00,2,South,6.00
1185,Maitrinagar,Kathmandu,15000000,0,0,0.00,0,South,3.00
1186,Sundarbasti,Kathmandu,21000000,5,4,2.00,2,West,3.50
1187,Malpot Office,Kathmandu,38000000,0,0,0.00,0,North,8.00
1188,Jorpati Narayantar,Kathmandu,600000,0,0,0.00,0,North,1.46
1189,Pancha Kumari Marg,Kathmandu,11000000,0,0,3.00,0,West,2.50
1190,Samakhusi,Kathmandu,22000,4,0,0.00,0,West,2.63
1191,Kapan,Kathmandu,7500000,2,1,1.00,0,North,4.25
1192,Dadapauwa,Kathmandu,17500000,7,3,3.00,0,East,3.20
1193,Goldhunga,Kathmandu,1350000,0,0,0.00,0,West,4.00
1194,Malepatan,Pokhara,9000000,0,0,0.00,0,West,226.27
1195,Mulpani,Kathmandu,1700000,0,0,0.00,0,South,4.75
1196,Pokhara,Pokhara,1400000,0,0,0.00,0,West,107.48
1197,Manamaiju opposite to manshing school,Kathmandu,5000000,0,0,0.00,0,West,4.00
1198,Goldhunga,Kathmandu,5200000,0,0,0.00,0,North,3.00
1199,Kalanki,Kathmandu,20000,0,0,0.00,0,North,2.63
1200,Dhungepatan,Pokhara,1800000,0,0,0.00,0,West,60.00
1201,gairigaun,Kathmandu,27000000,0,0,0.00,0,East,9.00
1202,Sitapakha,Lalitpur,13000000,2,1,1.00,0,East,3.94
1203,Goldhunga,Kathmandu,13000000,0,0,0.00,0,North,3.50
1204,Narayanghat,Chitwan,48000000,0,0,0.00,0,North East,114.90
1205,Nirmal Niwas,Kathmandu,250000,0,0,0.00,0,West,30.00
1206,IVF Nepal | Green City Hospital,Kathmandu,30000,2,1,0.00,0,West,2.63
1207,Namobuddha Municipality Office,Kavre,1050000,0,0,0.00,0,West,9.25
1208,Tarkeshwor Municipality Head Office,Kathmandu,8000000,7,3,0.00,0,West,4.00
1209,Comfort Housing,Lalitpur,48000,4,3,2.00,1,South,4.25
1210,suruchi marga-34,Kathmandu,30000,0,0,0.00,0,East,2.55
1211,Tokha,Kathmandu,17800000,5,6,3.00,1,South,3.10
1212,Budhanilkantha,Kathmandu,4000000,0,0,0.00,0,North East,8.00
1213,Budhanilkantha,Kathmandu,21800000,5,6,3.00,1,North East,3.50
1214,Best Venue (Previously Hira Ratna Cinema),Kathmandu,29000000,0,0,0.00,0,West,3.75
1215,Baluwatar,Kathmandu,6000000,0,0,0.00,0,West,7.50
1216,Alakhiya math main road,Parsa,4500000,24,22,4.00,3,East,8.55
1217,Makalu Petrol Pump,Kathmandu,3500000,0,0,0.00,0,West,3.00
1218,Naya Naikap,Kathmandu,2400000,0,0,0.00,0,West,6.75
1219,Shree tole,Kathmandu,23000000,4,3,2.00,0,South,3.10
1220,Kadaghari,Kathmandu,29000000,5,0,3.00,0,West,4.00
1221,Brahmakhel,Kathmandu,1000000,0,0,0.00,0,South,0.01
1222,Dhapasi,Kathmandu,70000000,3,4,2.00,4,North,16.00
1223,New Road,Kathmandu,13000,0,0,0.00,0,North,2.05
1224,Subidhanagar,Kathmandu,37500000,0,0,0.00,0,North,4.50
1225,Maharajgunj,Kathmandu,4500000,0,0,0.00,0,East,5.00
1226,Gothatar,Kathmandu,11500000,0,0,0.00,0,North,4.25
1227,Force Park Bus Stop,Kathmandu,12500000,6,0,0.00,0,North,2.75
1228,Sugamnagar Saving & Credit Co-operative Ltd,Kathmandu,2900000,0,0,0.00,0,West,4.00
1229,Itahari,Sunsari,350000,0,0,0.00,0,South,2.19
1230,Damak,Jhapa,50000,0,2,4.00,4,East,0.00
1231,Siddhicharan Marg,Kathmandu,42500000,6,0,3.00,4,North,6.50
1232,Test address,Makwanpur,200000,0,0,0.00,0,North East,64.00
1233,Gaurighat Nayabasti,Kathmandu,4200000,0,0,0.00,0,West,10.00
1234,Greenhill city jorpati,Kathmandu,2400000,0,0,0.00,0,East,5.00
1235,Nearby,Kathmandu,2300000,0,0,0.00,0,East,12.00
1236,Sakhu jane bato ko indryani chok najik healthpost ma,Kathmandu,1200000,0,0,0.00,0,North,5.00
1237,Nearby,Kathmandu,25000000,0,0,0.00,0,South,1.75
1238,Balaju,Kathmandu,22000000,0,0,0.00,0,South,4.00
1239,Budhanilkantha,Kathmandu,30000000,5,4,3.00,2,West,4.00
1240,Imadol,Lalitpur,17500000,0,0,0.00,0,South,3.00
1241,Nearby,Kathmandu,130000,0,0,0.00,0,North,8.00
1242,Nearby,Lalitpur,15000000,0,0,0.00,0,South,2.50
1243,Jorpati makalbari highway,Kathmandu,3700000,0,0,0.00,0,West,4.50
1244,Near kumaripati,Lalitpur,76000000,0,0,0.00,5,South East,5.00
1245,Lubhu,Lalitpur,1450000,0,0,0.00,0,North,3.75
1246,Thadodhunga,Lalitpur,12000000,2,1,1.00,1,East,2.05
1247,mahendra pul,Pokhara,37000000,7,5,3.00,3,South East,6.50
1248,Kirtipur,Kathmandu,800000,0,0,0.00,0,South,16.00
1249,Bijeshwori,Kathmandu,4000000,0,0,0.00,0,West,3.00
1250,Nearby,Lalitpur,26000000,5,4,0.00,0,North,4.00
1251,Nearby,Kathmandu,1400000,0,0,0.00,0,West,3.00
1252,Tinthana,Kathmandu,2200000,0,0,0.00,0,East,0.00
1253,Near Hemshospital,Kathmandu,29800000,11,0,0.00,0,North,5.00
1254,Lubu imadol,Lalitpur,1800000,0,0,0.00,0,East,3.50
1255,टिकाभैरब कोटडाॅडा रोड,Lalitpur,350000,0,0,0.00,0,East,27.00
1256,Nearby Everest School,Kathmandu,1700000,0,0,0.00,0,West,2.92
1257,Nearby Madhyapur Hospital,Bhaktapur,800000,0,0,0.00,0,South,2.92
1258,Nearby Ace college,Kathmandu,1900000,0,0,0.00,0,North,2.92
1259,Bhatkepati (Prithivi Chowk),Kathmandu,25000000,6,4,3.00,1,South,4.69
1260,Buddhanagar,Kathmandu,32000000,0,0,0.00,0,South,6.00
1261,Nearby,Dharan,10000000,0,0,0.00,0,West,1.99
1262,Okubahal,Lalitpur,15000000,0,0,0.00,0,West,1.00
1263,Kaski,Pokhara,9500000,0,0,0.00,0,West,7.50
1264,Back side of Meghaili Airport,Chitwan,1200000,0,0,0.00,0,South East,600.00
1265,Aarubari Nageshwor Housing,Kathmandu,3500000,0,0,0.00,0,South East,5.75
1266,Nearby,Lalitpur,15000,2,1,0.00,0,West,2.05
1267,Lubhu Sundar Basti,Lalitpur,1650000,0,0,0.00,0,South,3.75
1268,Nearby,Kathmandu,11000000,0,0,0.00,0,West,3.00
1269,Near Pritikunda Dham,Lalitpur,16000,0,0,0.00,0,West,2.92
1270,New Baneshwor,Kathmandu,25000,0,0,0.00,0,West,2.05
1271,gurjudhara,Kathmandu,17000000,6,3,2.00,2,South East,4.10
1272,Biratnagar,Morang,17000,3,2,0.00,0,West,2.63
1273,Civil Homes,Kathmandu,35000000,0,0,2.00,2,South East,5.69
1274,Sanepa,Lalitpur,30000000,4,4,3.00,2,North,4.00
1275,Kamaladi,Kathmandu,22000000,0,0,0.00,0,North,5.44
1276,Jyotinagar,Kathmandu,24000000,0,0,0.00,0,North,3.75
1277,Kirtipur,Kathmandu,4000000,0,0,0.00,0,South,1.00
1278,Birendra Chowk,Kathmandu,2750000,0,0,0.00,0,South West,6.50
1279,Dhungeadda,Kathmandu,4000000,0,0,0.00,0,South West,12.00
1280,Dhalpa,Kathmandu,1900000,0,0,0.00,0,East,4.50
1281,Dharan-15,Dharan,8500000,0,0,0.00,0,West,0.99
1282,Narayanpur,Chitwan,270000,0,0,0.00,0,West,0.00
1283,Dharan-16,Dharan,8000000,0,0,0.00,0,West,0.99
1284,Harisiddhi,Lalitpur,2500000,0,0,0.00,0,East,4.00
1285,Sanepa,Lalitpur,200000,6,3,2.00,6,South,26.00
1286,Sanepa,Lalitpur,6000000,0,0,0.00,0,East,8.00
1287,Langol,Kathmandu,1200000,0,0,0.00,0,West,8.00
1288,Chandragiri,Kathmandu,21000000,0,0,3.00,0,West,3.56
1289,Chovar,Kathmandu,1500000,0,0,0.00,0,West,18.00
1290,Banasthali,Kathmandu,22500000,0,0,2.00,0,West,3.62
1291,Budhanilkantha,Kathmandu,115000000,0,0,3.00,0,East,32.00
1292,Budhanilkanth,Kathmandu,28000000,0,0,0.00,0,South,4.00
1293,Lamatar,Lalitpur,10000000,0,0,0.00,0,West,5.00
1294,Lamatra,Lalitpur,25000000,0,0,0.00,0,West,8.00
1295,Birauta,Pokhara,13500000,2,1,1.00,0,North,0.05
1296,Tahachal,Kathmandu,3500000,0,0,0.00,0,West,5.94
1297,Bhangal,Kathmandu,24000000,6,6,3.00,1,North West,4.00
1298,Bhangal,Kathmandu,24000000,6,6,3.00,1,South East,4.00
1299,Sheetal tole,Lalitpur,21000000,5,3,3.00,3,East,3.00
1300,Opposite of Dav College,Lalitpur,5500000,0,0,0.00,0,West,11.00
1301,Next to Campaign School,Lalitpur,5000000,0,0,0.00,0,East,5.00
1302,Satungal,Kathmandu,2000000,0,0,0.00,0,North,8.25
1303,Nearby,Kathmandu,2500000,0,0,0.00,0,North,4.00
1304,Harisiddhi,Lalitpur,12500000,0,0,2.00,0,East,3.00
1305,Near,Kathmandu,19500,3,0,0.00,0,West,1.75
1306,opposite to old star hospital,Lalitpur,1000000,0,0,0.00,0,West,5.00
1307,Nearby,Kathmandu,27500000,5,3,3.00,0,South,4.00
1308,Narayantar,Kathmandu,24000000,0,0,3.00,0,South,4.00
1309,Pasikot,Kathmandu,2000000,0,0,0.00,0,South,3.50
1310,Nearby,Kathmandu,24000000,11,3,3.00,0,North,4.00
1311,Pasikot,Kathmandu,1900000,0,0,0.00,0,South,4.00
1312,Nearby,Lalitpur,11500000,0,0,1.00,0,East,33.00
1313,dhungedhara,Kathmandu,24500000,7,4,0.00,0,West,3.30
1314,Baneshwor,Kathmandu,100000,0,0,0.00,0,West,4.00
1315,Nearby,Pokhara,600000,0,0,0.00,0,West,70.71
1316,dhulikhel tourist area,Bhaktapur,250000,0,0,0.00,0,East,16.00
1317,Bhaisepati,Lalitpur,28500000,3,5,3.00,1,South West,4.50
1318,dhulikhel tourist area,Bhaktapur,1050000,0,0,0.00,0,East,18.00
1319,Budhanilkantha,Kathmandu,4200000,0,0,0.00,0,North East,8.00
1320,Budhanilkantha,Kathmandu,62000000,4,6,3.00,4,East,10.00
1321,Basundhara,Kathmandu,42500000,6,6,4.00,2,South,6.00
1322,Hattigauda,Kathmandu,24500000,5,5,3.00,1,East,4.00
1323,Basundhara,Kathmandu,45000000,6,6,3.00,2,South West,8.00
1324,Hattigauda,Kathmandu,33000000,0,0,0.00,3,South West,6.50
1325,Nearby,Kathmandu,80000000,0,0,0.00,0,South,10.88
1326,Thashikhel-5,Lalitpur,46500000,0,0,2.00,0,East,4.00
1327,Nearby,Kathmandu,34000000,5,0,3.00,0,South,4.00
1328,Infront of KFC,Kathmandu,800000,0,0,0.00,0,West,1.17
1329,Kantipur Colony,Lalitpur,2200000,0,0,0.00,0,South,5.00
1330,Behind Nirmal Niwas near UNHCR office,Kathmandu,6500000,0,0,0.00,0,East,4.00
1331,MILAN CHOWK # 10,Kathmandu,5800000,0,0,0.00,0,West,13.74
1332,Jambu Danda,Kathmandu,21500000,4,3,3.00,1,East,7.89
1333,jarankhu kapresthali,Kathmandu,15900000,5,3,3.00,0,West,3.00
1334,12 D Uranus Tower,Kathmandu,60000,3,2,12.00,1,South West,4.33
1335,Baluwatar,Kathmandu,110000,3,3,0.00,0,East,6.00
